"Provider.State","DRG.Definition","Discharges","Total.Payments","Medicare.Payments","Covered.Charges","Total.Payments.quantile","Medicare.Payments.quantile","Covered.Charges.quantile"
"TX","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",6467,5548.41805164682,4496.12765888356,25579.7203386423,3,3,6
"UT","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",197,5677.82431472081,4763.06203045685,13655.4036548223,4,4,2
"VT","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",151,7071.24092715232,5935.03642384106,11977.6054966887,5,5,2
"VA","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",2816,5354.83426491477,4277.30703125,16713.4672798295,3,3,3
"WA","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",1612,6018.42995657568,4927.2029528536,19185.3934181141,4,4,4
"WV","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",1008,5051.35654761905,4180.38340277778,12029.8062797619,3,3,2
"WI","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",1593,5673.54089767734,4622.59208411802,16133.4976898933,4,4,3
"WY","309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC",95,7512.36315789474,6043.49031578947,16251.7123157895,6,5,3
"AL","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2301,3354.37025206432,2235.18884832681,12959.3684180791,1,1,2
"AK","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",135,6769.81725925926,4589.69148148148,18174.3735555556,5,4,4
"AZ","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2079,3831.6893025493,2743.04642616643,16520.6270803271,1,1,3
"AR","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1624,3320.47964285714,2294.36060344828,9784.24358990148,1,1,1
"CA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",5621,4819.20346201743,3697.14362568938,28713.3209037538,2,2,6
"CO","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",759,3767.37590250329,2619.87724637681,15911.549486166,1,1,3
"CT","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1441,4693.44093684941,3477.15254684247,13908.1990839695,2,2,2
"DE","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",414,4224.4468115942,2916.66234299517,11053.7546618357,1,1,1
"DC","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",246,4834.73739837398,3809.4593495935,15036.8257723577,2,2,3
"FL","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",10748,3540.40831317454,2452.3215454038,17832.1544324525,1,1,4
"GA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2651,3631.42849113542,2517.56095812901,12553.3755073557,1,1,2
"HI","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",228,5368.31802631579,4039.61486842105,14673.6577192982,3,3,3
"ID","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",225,3824.54697777778,2560.42222222222,9009.23546666667,1,1,1
"IL","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",5646,4042.90876726886,2764.58275947574,15251.2317747078,1,1,3
"IN","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",3068,3551.31946870926,2409.95775097784,11375.6270860495,1,1,2
"IA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1195,3469.46762343096,2489.1430292887,10063.2266778243,1,1,1
"KS","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1127,3507.67118012422,2386.25351375333,13238.9219165927,1,1,2
"KY","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2771,3523.08304583183,2492.15609166366,10390.2880584626,1,1,1
"LA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1924,3525.48768191268,2462.48801975052,11956.7094906445,1,1,2
"ME","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",592,3939.92461148649,2804.34258445946,9755.90815878378,1,1,1
"MD","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2743,5156.73325555961,4145.76047393365,5457.8894713817,3,3,1
"MA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",3111,4421.01856959177,3368.34536483446,9060.74326261652,2,2,1
"MI","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",4454,4054.24577907499,2980.91333857207,10848.2925213291,1,1,1
"MN","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1600,4101.43089375,2972.35129375,11692.36000625,1,1,2
"MS","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1384,3452.09039739884,2457.57815028902,12649.6855924855,1,1,2
"MO","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2917,3574.22689749743,2458.79387041481,12487.1132224889,1,1,2
"MT","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",165,3583.09890909091,2573.26357575758,8673.30496969697,1,1,1
"NE","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",758,3825.00560686016,2629.75964379947,12629.4106332454,1,1,2
"NV","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",747,4045.93054886212,2769.81267737617,23686.6256091031,1,1,5
"NH","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",517,3899.46901353965,2855.30949709865,11878.9857833656,1,1,2
"NJ","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",4606,4298.21653929657,3218.72585974815,31595.7422709509,2,2,7
"NM","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",408,3929.20855392157,2934.10754901961,13506.7231372549,1,1,2
"NY","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",7144,4969.69935890258,3842.15468505039,15603.907781355,3,3,3
"NC","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",4481,3934.43167373354,2857.09621959384,10854.9534858291,1,1,1
"ND","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",194,3740.69345360825,2626.2406185567,6926.60778350515,1,1,1
"OH","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",4994,3704.47605126151,2608.42449739688,12756.0943612335,1,1,2
"OK","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1387,3510.14230713771,2464.88393655371,11451.5000432588,1,1,2
"OR","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",558,4145.32476702509,2981.16225806452,10701.9668100358,1,1,1
"PA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",5855,3835.23941417592,2711.72932707088,17588.4543159693,1,1,4
"RI","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",364,4388.48601648352,3233.67104395604,13569.4034615385,2,2,2
"SC","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2112,3699.64667140152,2581.40620738636,14148.5524857955,1,1,2
"SD","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",326,3957.8473006135,2679.61039877301,11097.1355521472,1,1,1
"TN","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",2687,3512.90469668776,2355.64992556755,12407.0783029401,1,1,2
"TX","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",7086,3736.89366497319,2607.02154530059,17908.6972749083,1,1,4
"UT","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",218,3818.9969266055,2690.6652293578,9279.05844036697,1,1,1
"VT","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",205,4822.56370731707,3819.11834146341,8423.41497560976,2,2,1
"VA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",3206,3674.28236431691,2488.62616032439,11985.2462195883,1,1,2
"WA","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1556,4101.66188303342,2892.49635604113,13724.9248843188,1,1,2
"WV","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1216,3482.13223684211,2412.85253289474,8527.57496710526,1,1,1
"WI","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",1542,3865.86765239948,2749.85208171206,11301.6282425422,1,1,2
"WY","310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC",118,4942.16771186441,3852.24872881356,12602.1155932203,3,3,2
"AL","312 - SYNCOPE & COLLAPSE",2390,4199.7849707113,3149.42452301255,17526.0113891213,1,1,4
"AK","312 - SYNCOPE & COLLAPSE",56,6546.12160714286,5534.43767857143,23904.5664285714,5,5,5
"AZ","312 - SYNCOPE & COLLAPSE",1971,4854.22599188229,3765.5098934551,23748.0819685439,2,2,5
"AR","312 - SYNCOPE & COLLAPSE",1032,4494.77262596899,3294.42956395349,15348.1258914729,2,2,3
"CA","312 - SYNCOPE & COLLAPSE",7631,6233.10560345957,5224.30724544621,36987.3791757306,4,4,7
"CO","312 - SYNCOPE & COLLAPSE",1032,4799.58526162791,3748.00118217054,22065.1419670543,2,2,5
"CT","312 - SYNCOPE & COLLAPSE",2759,5918.51941283074,4845.88949981878,17349.1646973541,4,4,3
"DE","312 - SYNCOPE & COLLAPSE",569,5338.86492091388,4250.57741652021,14003.978629174,3,3,2
"DC","312 - SYNCOPE & COLLAPSE",366,6556.7568579235,5592.20655737705,18488.2622404372,5,5,4
"FL","312 - SYNCOPE & COLLAPSE",13168,4530.73640795869,3507.26865735115,25778.1122972357,2,2,6
"GA","312 - SYNCOPE & COLLAPSE",3039,4626.99412964791,3536.88084238236,18313.1330964133,2,2,4
"HI","312 - SYNCOPE & COLLAPSE",211,6166.09507109005,4917.00497630332,19326.9340758294,4,4,4
"ID","312 - SYNCOPE & COLLAPSE",167,4630.28874251497,3502.59491017964,11788.6008383234,2,2,2
"IL","312 - SYNCOPE & COLLAPSE",8447,5089.32116727832,3965.21507517462,19781.1790931692,3,3,4
"IN","312 - SYNCOPE & COLLAPSE",3532,4632.95712061155,3572.381101359,15280.5095838052,2,2,3
"IA","312 - SYNCOPE & COLLAPSE",834,4339.48152278177,3337.72618705036,14005.6524940048,2,2,2
"KS","312 - SYNCOPE & COLLAPSE",758,4352.51828496042,3246.21414248021,21186.0576649077,2,2,5
"KY","312 - SYNCOPE & COLLAPSE",3047,4465.69980964884,3459.36411880538,14707.8406990482,2,2,3
"LA","312 - SYNCOPE & COLLAPSE",1461,4506.05654346338,3465.85062286105,17946.6595345654,2,2,4
"ME","312 - SYNCOPE & COLLAPSE",513,4779.34990253411,3699.99374269006,12002.7913840156,2,2,2
"MD","312 - SYNCOPE & COLLAPSE",4376,6241.73996343693,5252.68080667276,6616.34314670932,4,4,1
"MA","312 - SYNCOPE & COLLAPSE",5473,5556.56057737986,4600.42613374749,10914.6058523662,3,4,1
"MI","312 - SYNCOPE & COLLAPSE",7122,5119.30827155293,4134.36293035664,13389.8958171862,3,3,2
"MN","312 - SYNCOPE & COLLAPSE",1560,5101.39592307692,4002.61180128205,13929.1737692308,3,3,2
"MS","312 - SYNCOPE & COLLAPSE",1328,4340.39156626506,3362.96076807229,19098.1792846386,2,2,4
"MO","312 - SYNCOPE & COLLAPSE",2899,4474.11400137979,3457.28653328734,17366.626819593,2,2,3
"MT","312 - SYNCOPE & COLLAPSE",130,4512.19715384615,3557.581,10517.9816923077,2,2,1
"NE","312 - SYNCOPE & COLLAPSE",545,4929.96570642202,3583.55475229358,16920.1201651376,3,2,3
"NV","312 - SYNCOPE & COLLAPSE",958,5063.95248434238,3947.96222338205,31951.7125469729,3,3,7
"NH","312 - SYNCOPE & COLLAPSE",467,4910.596124197,3768.22471092077,15079.1874304069,3,2,3
"NJ","312 - SYNCOPE & COLLAPSE",7088,5401.542251693,4413.11614136569,40180.48623307,3,3,8
"NM","312 - SYNCOPE & COLLAPSE",304,5061.21838815789,4025.55980263158,18060.0047697368,3,3,4
"NY","312 - SYNCOPE & COLLAPSE",14784,6618.60825351732,5598.21271577381,19174.3041484037,5,5,4
"NC","312 - SYNCOPE & COLLAPSE",4197,4972.69558732428,3975.97619490112,14966.8382868716,3,3,3
"ND","312 - SYNCOPE & COLLAPSE",114,4766.69719298246,3809.42298245614,10270.8353508772,2,2,1
"OH","312 - SYNCOPE & COLLAPSE",6206,4578.35861907831,3611.58881082823,16283.4451401869,2,2,3
"OK","312 - SYNCOPE & COLLAPSE",1411,4422.19029766123,3444.50430191354,16437.750453579,2,2,3
"OR","312 - SYNCOPE & COLLAPSE",459,5252.62703703704,4038.75152505447,13406.8712418301,3,3,2
"PA","312 - SYNCOPE & COLLAPSE",7834,4891.86277253,3902.04936686239,23856.1361003319,3,3,5
"RI","312 - SYNCOPE & COLLAPSE",469,5827.64268656716,4624.25925373134,17849.1733901919,4,4,4
"SC","312 - SYNCOPE & COLLAPSE",2029,4648.09167077378,3541.27488910793,19834.9854509611,2,2,4
"SD","312 - SYNCOPE & COLLAPSE",206,5193.92980582524,4090.25640776699,15267.2634466019,3,3,3
"TN","312 - SYNCOPE & COLLAPSE",2851,4362.34626096107,3321.17771308313,17657.0457383374,2,2,4
"TX","312 - SYNCOPE & COLLAPSE",7412,4783.57674446843,3719.78610361576,26216.2463828926,2,2,6
"UT","312 - SYNCOPE & COLLAPSE",194,4987.54824742268,3671.18783505155,14128.8603608247,3,2,2
"VT","312 - SYNCOPE & COLLAPSE",130,6048.58292307692,4934.39461538462,10640.8697692308,4,4,1
"VA","312 - SYNCOPE & COLLAPSE",4142,4539.03587397393,3445.01064220183,15506.3862844037,2,2,3
"WA","312 - SYNCOPE & COLLAPSE",1551,5199.81214055448,4096.58181818182,18489.2737008382,3,3,4
"WV","312 - SYNCOPE & COLLAPSE",1290,4415.24617054263,3372.9233875969,11187.9516821705,2,2,1
"WI","312 - SYNCOPE & COLLAPSE",1370,4906.24478832117,3892.87240875912,15565.7104525547,3,3,3
"WY","312 - SYNCOPE & COLLAPSE",36,6105.68972222222,4738.44055555555,15868.9102777778,4,4,3
"AL","313 - CHEST PAIN",2249,3290.49522454424,2242.28475322366,14969.1311827479,1,1,3
"AK","313 - CHEST PAIN",81,6354.13135802469,4994.75086419753,18890.6137037037,5,4,4
"AZ","313 - CHEST PAIN",1656,3836.622602657,2752.02408816425,19548.0164855072,1,1,4
"AR","313 - CHEST PAIN",1204,3218.25354651163,2211.51587209302,11787.3515531561,1,1,2
"CA","313 - CHEST PAIN",10070,4741.86632075472,3710.16233167825,28981.4802730884,2,2,6
"CO","313 - CHEST PAIN",1019,3708.73738959764,2650.02320902846,17573.5973895976,1,1,4
"CT","313 - CHEST PAIN",1969,4432.89533265617,3453.02854748603,13775.2608583037,2,2,2
"DE","313 - CHEST PAIN",274,4137.28164233577,3046.99051094891,12721.1468613139,1,1,2
"DC","313 - CHEST PAIN",372,5309.07448924731,4433.3114516129,16270.3895430108,3,3,3
"FL","313 - CHEST PAIN",9722,3577.85571795927,2494.96312898581,21396.1299547418,1,1,5
"GA","313 - CHEST PAIN",3326,3606.69314792544,2528.04715574263,15910.5344317499,1,1,3
"HI","313 - CHEST PAIN",128,5255.728984375,3907.409140625,14657.237734375,3,3,3
"ID","313 - CHEST PAIN",109,3601.19110091743,2507.50155963303,11232.6851376147,1,1,1
"IL","313 - CHEST PAIN",7505,4014.94488074617,2917.06679013991,16927.6543877415,1,1,3
"IN","313 - CHEST PAIN",3428,3589.57717036173,2547.03088973162,13041.4347374562,1,1,2
"IA","313 - CHEST PAIN",1007,3346.67204568024,2238.72585898709,11577.1350446872,1,1,2
"KS","313 - CHEST PAIN",751,3365.99351531292,2237.0741011984,18333.4551797603,1,1,4
"KY","313 - CHEST PAIN",3137,3520.84381893529,2519.32125597705,12629.6403124004,1,1,2
"LA","313 - CHEST PAIN",1450,3578.87631034483,2419.24334482759,14727.4691241379,1,1,3
"ME","313 - CHEST PAIN",472,3563.66800847458,2579.09656779661,9935.6323940678,1,1,1
"MD","313 - CHEST PAIN",3930,5353.4649389313,4408.68034351145,5639.07496692112,3,3,1
"MA","313 - CHEST PAIN",4342,4239.39001151543,3327.90139106403,9185.36913403961,2,2,1
"MI","313 - CHEST PAIN",5515,3946.66870353581,3006.4702574796,11865.8527778785,1,1,2
"MN","313 - CHEST PAIN",1565,4077.53548242812,2951.79621086262,13508.4568115016,1,1,2
"MS","313 - CHEST PAIN",1339,3372.52555638536,2409.67976848394,17346.3454518297,1,1,3
"MO","313 - CHEST PAIN",3442,3527.37491865195,2500.37660371877,14566.989302731,1,1,3
"MT","313 - CHEST PAIN",97,3775.91216494845,2515.13082474227,10248.2015463918,1,1,1
"NE","313 - CHEST PAIN",610,4123.76070491803,2541.00831147541,14499.4281967213,1,1,3
"NV","313 - CHEST PAIN",1058,3985.39967863894,3043.49883742911,29545.0272306238,1,1,6
"NH","313 - CHEST PAIN",337,3885.16744807122,2861.64667655786,14779.1745103858,1,1,3
"NJ","313 - CHEST PAIN",4583,4276.35557713288,3199.45528692996,32970.2123325333,2,1,7
"NM","313 - CHEST PAIN",408,4089.30610294118,2877.31416666667,15555.0167401961,1,1,3
"NY","313 - CHEST PAIN",12783,5139.29058045842,4137.55429163733,14156.7102198232,3,3,2
"NC","313 - CHEST PAIN",5327,3788.13195607284,2794.62867467618,12542.1398967524,1,1,2
"ND","313 - CHEST PAIN",119,3861.56613445378,2605.21285714286,8636.6656302521,1,1,1
"OH","313 - CHEST PAIN",6264,3608.15815453384,2667.62993773946,13575.7725255428,1,1,2
"OK","313 - CHEST PAIN",2108,3336.89539848197,2369.3579886148,12122.3088330171,1,1,2
"OR","313 - CHEST PAIN",478,4196.20240585774,2944.92989539749,11275.1220502092,1,1,2
"PA","313 - CHEST PAIN",4876,3878.71047374897,2949.11890894176,21790.5226353569,1,1,5
"RI","313 - CHEST PAIN",249,4465.95016064257,3484.40144578313,16578.5817269076,2,2,3
"SC","313 - CHEST PAIN",1982,3548.17832996973,2399.31677093845,17204.8206659939,1,1,3
"SD","313 - CHEST PAIN",276,3929.57025362319,2837.0622826087,12897.5033333333,1,1,2
"TN","313 - CHEST PAIN",2888,3352.69211911357,2349.91832063712,14775.6544944598,1,1,3
"TX","313 - CHEST PAIN",7850,3679.19477324841,2600.5484,21186.0637184713,1,1,5
"UT","313 - CHEST PAIN",178,3939.32247191011,2548.05769662921,11232.9782022472,1,1,1
"VT","313 - CHEST PAIN",44,4889.49977272727,4047.76795454545,11164.2222727273,3,3,1
"VA","313 - CHEST PAIN",3907,3508.20078576913,2417.85537496801,13308.6637727156,1,1,2
"WA","313 - CHEST PAIN",1677,4012.51177101968,2842.27274299344,17037.2456410256,1,1,3
"WV","313 - CHEST PAIN",1565,3462.34655591054,2553.35673482428,10552.7415974441,1,1,1
"WI","313 - CHEST PAIN",1251,3821.40630695444,2767.43382893685,12508.8512709832,1,1,2
"WY","313 - CHEST PAIN",102,4842.67215686275,3656.84078431373,12454.888627451,2,2,2
"AL","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",774,11494.5137855297,9763.22133074935,44549.1987209302,8,8,8
"AK","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",20,20804.25,18194.75,76820.4,10,10,10
"AZ","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",887,13687.0124689966,12337.2279932356,52325.9530552424,9,9,9
"AR","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",523,11291.9436137667,10013.0506118547,36200.0673422562,8,8,7
"CA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",3957,17348.7860652009,16353.5852843063,89034.2790194592,10,10,10
"CO","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",360,13087.7476388889,11435.5368333333,53117.0096666667,9,9,9
"CT","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",535,15870.6628411215,14755.5622056075,45996.5247850467,9,9,8
"DE","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",178,14175.1842696629,12428.3159550562,32477.2465168539,9,9,7
"DC","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",294,17257.245170068,15752.9572108844,54924.4153741497,10,10,9
"FL","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",4205,12104.4339714625,10917.280451843,58481.1763281807,8,8,9
"GA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1769,12430.2317241379,11056.6835104579,37446.4231260599,8,8,7
"HI","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",68,16752.2305882353,15605.4669117647,40596.3930882353,9,9,8
"ID","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",128,12416.555390625,10108.8390625,27967.575234375,8,8,6
"IL","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",2791,14157.3814331781,12506.5005804371,48874.6219670369,9,9,8
"IN","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1210,12455.5502066116,10861.4330495868,38030.5060826446,8,8,7
"IA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",308,12107.3906168831,10729.0453571429,36717.2465909091,8,8,7
"KS","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",345,11815.1830724638,9841.26115942029,44664.5247246377,8,8,8
"KY","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",773,12134.080530401,10735.4409702458,34956.8128331177,8,8,7
"LA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1040,11994.4471057692,10749.9425192308,40566.1906346154,8,8,8
"ME","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",151,17104.5103311258,14491.558807947,37468.7431125828,9,9,7
"MD","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1346,17894.3229346211,16668.2013893016,19005.9451114413,10,10,4
"MA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",996,15874.3945783133,14853.0445180723,32992.9005220883,9,9,7
"MI","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",2516,14014.0417011129,12932.1859459459,32362.4672655008,9,9,7
"MN","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",638,15028.6820219436,13790.6973197492,41701.2864263323,9,9,8
"MS","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",640,12298.044015625,10773.55328125,38822.152375,8,8,8
"MO","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1393,12220.6453338119,11040.0693826274,41443.7850681981,8,8,8
"MT","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",19,11685,10234.05,18602.63,8,8,4
"NE","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",240,12042.6374166667,11044.318625,35867.6725,8,8,7
"NV","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",410,14057.0882682927,11997.8105853659,87215.4890243902,9,9,10
"NH","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",164,13867.4300609756,12147.1916463415,36918.1429878049,9,9,7
"NJ","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1824,14450.1012445175,13410.6819901316,85724.9470230263,9,9,10
"NM","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",166,14309.5810240964,12698.5258433735,31811.7051807229,9,9,7
"NY","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",3103,17465.2242184982,16261.9424685788,46800.3808894618,10,10,8
"NC","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1939,13658.4460391955,12703.1134244456,32616.4946518824,9,9,7
"ND","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",116,12310.5242241379,10808.5837068966,24955.5409482759,8,8,5
"OH","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",2831,12758.0914765101,11597.8641328153,42167.0961427058,9,9,8
"OK","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",582,13156.2261683849,11794.7977835052,46198.8491752577,9,9,8
"OR","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",198,14487.7585858586,13266.7938888889,34966.2189393939,9,9,7
"PA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1990,13907.5566733668,12636.4224070352,63290.5842864322,9,9,9
"RI","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",85,17020.4055294118,15974.9002352941,52213.8324705882,9,10,9
"SC","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",905,12929.4647624309,11352.7392486188,48971.8659337017,9,9,8
"SD","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",68,15272.3476470588,11128.2891176471,36593.5,9,9,7
"TN","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1349,11783.2220904374,10507.3945515196,41375.1322312824,8,8,8
"TX","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",4107,12908.7957365474,11275.7394156318,54093.0811711712,9,9,9
"UT","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",88,16344.5885227273,11348.2681818182,37829.2697727273,9,9,7
"VT","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",35,16491.71,15658.11,26433.8,9,10,6
"VA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",1353,12949.2323651146,11366.7340133038,40408.4070731707,9,9,8
"WA","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",702,13928.8565527066,12564.374002849,43040.4878490028,9,9,8
"WV","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",294,11961.5194217687,10880.8825510204,27314.0878911565,8,8,6
"WI","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",649,14082.5294761171,12609.8502619414,37599.4566718028,9,9,7
"WY","314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC",17,12734,11978,38942.94,9,9,8
"AL","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",299,6374.07234113712,5027.64411371237,27760.8362207358,5,4,6
"AZ","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",242,6916.62355371901,5766.87309917355,24754.8135950413,5,5,5
"AR","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",195,5827.39117948718,5001.44712820513,16569.5018461538,4,4,3
"CA","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",851,9172.09598119859,8225.15938895417,51984.41306698,7,7,9
"CO","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",201,6818.46567164179,5530.37029850746,32443.5182587065,5,5,7
"CT","315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC",220,8218.76868181818,6968.72272727273,22128.6823181818,6,6,5
